"AuthorID","BookID","RelIllustratorID","Title","Genre","Genre Group","Mentions","PrimPub","OriginalLanguage","Name","FirstName","LastName","GenderID","CountryOfOriginID","CountryOfResidence","DateOfDeath","DateOfBirth","Ethnicity","PenName"
26,156,1,"Watchmen","Superhero","Graphic Novel",204,1987-01-01,"English","Dave Gibbons","Dave","Gibbons",1,"UK","UK",NA,1949-04-14,"White",NA
30,58,98,"Fun Home","Memoir","Graphic Memoir",68,2006-06-08,"English","Alison Bechdel","Alison","Bechdel",0,"USA","USA",NA,1960-09-10,"White",NA
30,169,201,"Are You My Mother? A Comic Drama","Memoir","Graphic Memoir",4,2012-05-01,"English","Alison Bechdel","Alison","Bechdel",0,"USA","USA",NA,1960-09-10,"White",NA
33,127,163,"The Complete Maus","Memoir","Graphic Memoir",294,1996-11-01,"English","Art Spiegelman","Art","Spiegelman",1,"Sweden","USA",NA,1948-02-15,"White",NA
34,134,24,"The Jew of New York","Historical Fiction","Graphic Novel",8,1998-12-07,"English","Ben Katchor","Ben","Katchor",1,"USA","USA",NA,1951-01-01,"White",NA
36,37,116,"Complete Multiple Warheads TP","Fantasy","Graphic Fantasy",0,2014-01-08,"English","Brandon Graham","Brandon","Graham",1,"USA","USA",NA,1976-01-01,"White",NA
36,261,301,"King City","Science Fiction","Graphic Fantasy",0,2012-03-07,"English","Brandon Graham","Brandon","Graham",1,"USA","USA",NA,1976-01-01,"White",NA
37,86,70,"Mom's Cancer","Biography","Non-Fiction",1,2004-01-01,"English","Brian Fies","Brian","Fies",1,NA,NA,NA,NA,"Unknown",NA
39,55,170,"The Finder Library. Volume 1","Science Fiction","Graphic Fantasy",1,2011-03-01,"English","Carla Speed McNeill","Carla Speed","McNeill",0,"USA","USA",NA,NA,"White",NA
40,24,131,"Black Hole","Coming of Age","Graphic Novel",15,2005-10-18,"English","Charles Burns","Charles","Burns",1,"USA","USA",NA,1955-09-27,"White",NA
41,211,244,"The Playboy","Memoir","Graphic Memoir",11,1992-01-01,"English","Chester Brown","Chester","Brown",1,"Canada","Canada",NA,1960-05-16,"White",NA
41,67,87,"I Never Liked You","Memoir","Graphic Memoir",4,1994-01-01,"English","Chester Brown","Chester","Brown",1,"Canada","Canada",NA,1960-05-16,"White",NA
41,210,243,"Paying For It","Memoir","Graphic Memoir",4,2011-05-10,"English","Chester Brown","Chester","Brown",1,"Canada","Canada",NA,1960-05-16,"White",NA
41,178,210,"Ed the Happy Clown","Memoir","Graphic Novel",2,1992-01-01,"English","Chester Brown","Chester","Brown",1,"Canada","Canada",NA,1960-05-16,"White",NA
41,182,214,"Louis Riel: A Comic-Strip Biography","Biography","Non-Fiction",10,2003-01-01,"English","Chester Brown","Chester","Brown",1,"Canada","Canada",NA,1960-05-16,"White",NA
41,203,236,"Mary Wept Over the Feet of Jesus","Historical Fiction","Graphic Novel",0,2016-01-01,"English","Chester Brown","Chester","Brown",1,"Canada","Canada",NA,1960-05-16,"White",NA
42,26,128,"Building Stories","Literary Fiction","Graphic Novel",27,2012-10-01,"English","Chris Ware","Chris","Ware",1,"USA","USA",NA,1967-12-28,"White",NA
42,73,82,"Jimmy Corrigan: The Smartest Kid on Earth","Literary Fiction","Graphic Novel",60,2000-09-12,"English","Chris Ware","Chris","Ware",1,"USA","USA",NA,1967-12-28,"White",NA
43,173,205,"Habibi","Romance","Graphic Novel",2,2011-09-20,"English","Craig Thompson","Craig","Thompson",1,"USA","USA",NA,1975-09-21,"White",NA
43,158,130,"Blankets","Romance","Graphic Novel",9,2003-07-23,"English","Craig Thompson","Craig","Thompson",1,"USA","USA",NA,1975-09-21,"White",NA
43,31,123,"Carnet De Voyage","Travel Writing","Non-Fiction",5,2004-08-03,"English","Craig Thompson","Craig","Thompson",1,"USA","USA",NA,1975-09-21,"White",NA
45,214,247,"David Boring","Romance","Graphic Novel",11,2000-09-12,"English","Daniel Clowes","Daniel","Clowes",1,"USA","USA",NA,1961-04-14,"White",NA
45,213,246,"Ice Haven","Literary Fiction","Graphic Novel",3,2005-06-07,"English","Daniel Clowes","Daniel","Clowes",1,"USA","USA",NA,1961-04-14,"White",NA
45,212,245,"Like a Velvet Glove Cast in Iron","Mystery","Graphic Fantasy",4,1993-01-17,"English","Daniel Clowes","Daniel","Clowes",1,"USA","USA",NA,1961-04-14,"White",NA
45,61,95,"Ghost World","Coming of Age","Graphic Novel",18,1997-01-01,"English","Daniel Clowes","Daniel","Clowes",1,"USA","USA",NA,1961-04-14,"White",NA
46,262,302,"Richard Stark's Parker: The Hunter","Crime","Graphic Novel",0,2009-06-01,"English","Darwyn Cooke","Darwyn","Cooke",1,"Canada","Canada",NA,1962-01-01,"White",NA
46,44,108,"DC: The New Frontier","Superhero","Graphic Novel",3,2004-12-01,"English","Darwyn Cooke","Darwyn","Cooke",1,"Canada","Canada",NA,1962-01-01,"White",NA
46,186,218,"Richard Stark's Parker: The Score","Crime","Graphic Novel",1,2012-07-24,"English","Darwyn Cooke","Darwyn","Cooke",1,"Canada","Canada",NA,1962-01-01,"White",NA
46,105,196,"Richard Stark's Parker: Slayground","Crime","Graphic Novel",0,2013-12-17,"English","Darwyn Cooke","Darwyn","Cooke",1,"Canada","Canada",NA,1962-01-01,"White",NA
47,27,127,"Cages","Fantasy","Graphic Fantasy",8,1998-01-01,"English","Dave McKean","Dave","McKean",1,"UK","UK",NA,1963-12-29,"White",NA
47,112,48,"Signal to Noise","Literary Fiction","Graphic Novel",8,1992-10-13,"English","Dave McKean","Dave","McKean",1,"UK","UK",NA,1963-12-29,"White",NA
47,148,12,"The Tragical Comedy or Comical Tragedy of Mr. Punch","Fantasy","Graphic Fantasy",3,1994-01-01,"English","Dave McKean","Dave","McKean",1,"UK","UK",NA,1963-12-29,"White",NA
48,141,20,"The Rocketeer","Superhero","Graphic Novel",4,1990-03-01,"English","Dave Stevens","Dave","Stevens",1,"USA","USA",2008-03-11,1955-07-29,"White",NA
50,53,186,"Fables: 1001 Nights of Snowfall","Fantasy","Graphic Fantasy",24,2006-10-18,"English","Derek Kirk Kim","Derek Kirk","Kim",1,"South Korea","USA",NA,1974-01-01,"Asian",NA
50,108,52,"Same Difference","Literary Fiction","Graphic Novel",6,2004-01-01,"English","Derek Kirk Kim","Derek Kirk","Kim",1,"South Korea","USA",NA,1974-01-01,"Asian",NA
53,65,90,"Hicksville","Mystery","Graphic Fantasy",7,1998-10-20,"English","Dylan Horrocks","Dylan","Horrocks",1,"New Zealand","New Zealand",NA,1966-01-01,"White",NA
55,59,97,"Gaylord Phoenix","Fantasy","Graphic Fantasy",1,2007-11-01,"English","Edie Fake","Edie","Fake",1,"USA","USA",NA,1980-01-01,"White",NA
56,82,73,"Marbles: Mania, Depression, Michelangelo, and Me: A Graphic Memoir","Memoir","Graphic Memoir",1,2012-11-06,"English","Ellen Forney","Ellen","Forney",0,"USA","USA",NA,1968-03-08,"White",NA
62,28,126,"Cairo","Mystery","Graphic Fantasy",6,2007-11-01,"English","M. K. Perker","M. K.","Perker",1,"Turkey","USA",NA,1972-11-02,"White",NA
63,43,109,"Daytripper","Literary Fiction","Graphic Novel",2,2010-02-01,"English","Gabriel Ba","Gabriel","Ba",1,"Brazil","Brazil",NA,1976-06-05,"Hispanic Origin",NA
65,152,8,"Troubled Souls","Coming of Age","Graphic Novel",0,1990-02-01,"English","John McCrea","John","McCrea",1,"UK","UK",NA,1966-01-01,"White",NA
69,166,169,"Love and Rockets, Vol. 12: Poison River","Coming of Age","Graphic Novel",50,1994-01-01,"English","Gilbert Hernandez","Gilbert","Hernandez",1,"USA","USA",NA,1957-02-01,"Other Race",NA
69,96,62,"Palomar: The Heartbreak Soup Stories, A Love and Rockets Book","Literary Fiction","Graphic Novel",10,2003-07-01,"English","Gilbert Hernandez","Gilbert","Hernandez",1,"USA","USA",NA,1957-02-01,"Other Race",NA
72,115,45,"Stuck Rubber Baby","Historical Fiction","Graphic Novel",7,1995-01-01,"English","Howard Cruse","Howard","Cruse",1,"USA","USA",NA,1944-05-02,"White",NA
73,22,133,"Berlin, Vol. 2: City of Smoke","Historical Non-Fiction","Non-Fiction",0,2008-09-01,"English","Jason Lutes","Jason","Lutes",1,"USA","USA",NA,1967-12-07,"White",NA
73,23,132,"Berlin, Vol.1: City of Stones","Historical Non-Fiction","Non-Fiction",2,2000-06-01,"English","Jason Lutes","Jason","Lutes",1,"USA","USA",NA,1967-12-07,"White",NA
73,162,180,"Jar of Fools","Literary Fiction","Graphic Novel",1,1994-01-01,"English","Jason Lutes","Jason","Lutes",1,"USA","USA",NA,1967-12-07,"White",NA
75,126,117,"Collected Essex County","Literary Fiction","Graphic Novel",5,2009-06-15,"English","Jeff Lemire","Jeff","Lemire",1,"Canada","Canada",NA,1976-03-21,"White",NA
76,266,306,"Bone: The Complete Cartoon Epic in One Volume","Fantasy","Graphic Fantasy",14,2004-01-01,"English","Jeff Smith","Jeff","Smith",1,"USA","USA",NA,1960-02-27,"White",NA
76,102,56,"RASL","Science Fiction","Graphic Fantasy",1,2013-09-17,"English","Jeff Smith","Jeff","Smith",1,"USA","USA",NA,1960-02-27,"White",NA
79,54,101,"Fax from Sarajevo","Memoir","Graphic Memoir",3,1996-11-01,"English","Joe Kubert","Joe","Kubert",1,"Poland","USA",2012-08-12,2026-09-18,"White",NA
80,106,53,"Safe Area Gorau017ede: The War in Eastern Bosnia, 1992-1995","Graphic Journalism","Non-Fiction",2,2000-01-01,"English","Joe Sacco","Joe","Sacco",1,"Malta","USA",NA,1960-10-02,"White",NA
80,176,208,"Bumf Vol. 1: I Buggered The Kaiser","Satire","Humor",0,2014-07-15,"English","Joe Sacco","Joe","Sacco",1,"Malta","USA",NA,1960-10-02,"White",NA
80,95,63,"Palestine","Graphic Journalism","Non-Fiction",33,1996-01-01,"English","Joe Sacco","Joe","Sacco",1,"Malta","USA",NA,1960-10-02,"White",NA
80,175,207,"Footnotes in Gaza","Graphic Journalism","Non-Fiction",17,2009-01-01,"English","Joe Sacco","Joe","Sacco",1,"Malta","USA",NA,1960-10-02,"White",NA
82,99,59,"Pedro and Me: Friendship, Loss, and What I Learned","Memoir","Graphic Memoir",1,2000-01-01,"English","Judd Winick","Judd","Winick",1,"USA","USA",NA,1970-02-12,"White",NA
85,124,30,"The Boulevard of Broken Dreams","Historical Fiction","Graphic Novel",3,2002-09-24,"English","Kim Deitch","Kim","Deitch",1,"USA",NA,NA,1944-01-01,"White",NA
86,163,5,"Why I Hate Saturn","Literary Fiction","Graphic Novel",4,1990-01-01,"English","Kyle Baker","Kyle","Baker",1,"USA","USA",NA,1965-01-01,"African American",NA
86,89,68,"Nat Turner","Biography","Non-Fiction",11,2006-06-15,"English","Kyle Baker","Kyle","Baker",1,"USA","USA",NA,1965-01-01,"African American",NA
86,129,29,"The Cowboy Wally Show","Satire","Humor",2,1996-01-01,"English","Kyle Baker","Kyle","Baker",1,"USA","USA",NA,1965-01-01,"African American",NA
86,187,220,"The Fifth Beatle: The Brian Epstein Story","Biography","Non-Fiction",1,2013-11-01,"English","Kyle Baker","Kyle","Baker",1,"USA","USA",NA,1965-01-01,"African American",NA
86,179,211,"You Are Here","Humor","Humor",1,1998-11-01,"English","Kyle Baker","Kyle","Baker",1,"USA","USA",NA,1965-01-01,"African American",NA
87,88,168,"Narcissa","Coming of Age","Graphic Novel",0,2002-09-17,"English","Lance Tooks","Lance","Tooks",1,"USA","USA",NA,NA,"African American",NA
88,153,156,"Unterzakhn","Historical Fiction","Graphic Novel",6,2012-04-03,"English","Leela Corman","Leela","Corman",0,NA,"USA",NA,NA,"Unknown",NA
89,42,111,"Darkroom: A Memoir in Black and White","Memoir","Graphic Memoir",0,2012-02-16,"English","Lila Quintero Weaver","Lila Quintero","Weaver",0,"Argentina","USA",NA,1955-01-01,"Hispanic Origin",NA
90,32,122,"Castle Waiting Vol. 2: The Definitive Edition","Fairy Tale","Graphic Fantasy",2,2013-05-17,"English","Linda Medley","Linda","Medley",0,"USA","USA",NA,1964-05-17,"White",NA
95,131,160,"The Greatest of Marlys","Coming of Age","Graphic Novel",0,2000-01-07,"English","Lynda Barry","Lynda","Barry",0,"USA","USA",NA,1956-01-02,"Other Race",NA
95,91,167,"One Hundred Demons","Memoir","Graphic Memoir",13,2002-08-13,"English","Lynda Barry","Lynda","Barry",0,"USA","USA",NA,1956-01-02,"Other Race",NA
96,114,46,"Skim","Coming of Age","Graphic Novel",6,2008-01-01,"English","Mariko Tamaki","Mariko","Tamaki",0,"Canada","Canada",NA,NA,"Other Race",NA
97,30,124,"Cancer Vixen: A True Story","Memoir","Graphic Memoir",3,2006-09-26,"English","Marisa Acocella Marchetto","Marisa Acocella","Marchetto",0,"USA","USA",NA,1962-01-01,"White",NA
99,81,74,"Mail Order Bride","Literary Fiction","Graphic Novel",2,2001-01-01,"English","Mark Kalesniko","Mark","Kalesniko",1,"Canada","USA",NA,NA,"White",NA
103,103,55,"Red: A Haida Manga","Action/Adventure","Graphic Novel",1,2009-01-01,"English","Michael Nicoll Yahgulanaas","Michael Nicoll","Yahgulanaas",1,"Canada","Canada",NA,1954-01-01,"Native American",NA
104,97,61,"Paul Has a Summer Job","Coming of Age","Graphic Novel",0,2002-08-01,"English","Michel Rabagliati","Michel","Rabagliati",1,"Canada","Canada",NA,1961-01-01,"White",NA
104,98,60,"Paul Joins the Scouts","Coming of Age","Graphic Novel",0,2011-11-10,"English","Michel Rabagliati","Michel","Rabagliati",1,"Canada","Canada",NA,1961-01-01,"White",NA
107,83,72,"March: Book One","Biography","Non-Fiction",1,2013-08-13,"English","Nate Powell","Nate","Powell",1,"USA","USA",NA,1978-01-01,"White",NA
107,118,166,"Swallow Me Whole","Literary Fiction","Graphic Novel",1,2008-07-08,"English","Nate Powell","Nate","Powell",1,"USA","USA",NA,1978-01-01,"White",NA
107,84,71,"March: Book Two","Biography","Non-Fiction",1,2015-01-20,"English","Nate Powell","Nate","Powell",1,"USA","USA",NA,1978-01-01,"White",NA
110,53,185,"Fables: 1001 Nights of Snowfall","Fantasy","Graphic Fantasy",24,2006-10-18,"English","John Bolton","John","Bolton",1,"UK","UK",NA,1951-05-23,"White",NA
110,122,31,"The Books of Magic","Fantasy","Graphic Fantasy",4,1993-04-14,"English","John Bolton","John","Bolton",1,"UK","UK",NA,1951-05-23,"White",NA
111,122,32,"The Books of Magic","Fantasy","Graphic Fantasy",4,1993-04-14,"English","Scott Hampton","Scott","Hampton",1,"USA","USA",NA,1959-04-10,"White",NA
112,122,33,"The Books of Magic","Fantasy","Graphic Fantasy",4,1993-04-14,"English","Charles Vess","Charles","Vess",1,"USA","USA",NA,1951-06-10,"White",NA
112,53,183,"Fables: 1001 Nights of Snowfall","Fantasy","Graphic Fantasy",24,2006-10-18,"English","Charles Vess","Charles","Vess",1,"USA","USA",NA,1951-06-10,"White",NA
116,87,69,"Mother, Come Home","Literary Fiction","Graphic Novel",3,2003-01-01,"English","Paul Hornschemeier","Paul","Hornschemeier",1,"USA","USA",NA,1977-10-27,"White",NA
117,60,96,"Gemma Bovery","Literary Fiction","Graphic Novel",12,1999-01-01,"English","Posy Simmonds","Posy","Simmonds",0,"UK","UK",NA,1945-08-09,"White",NA
119,123,164,"The Borden Tragedy: A Memoir of the Infamous Double Murder at Fall River, Mass., 1892 (A Treasury of Victorian Murder)","Crime","Graphic Novel",1,1997-09-01,"English","Rick Geary","Rick","Geary",1,"USA","USA",NA,1946-02-25,"White",NA
120,121,37,"The Book of Genesis","Educational","Non-Fiction",1,2009-10-19,"English","Robert Crumb","Robert","Crumb",1,"USA","USA",NA,1943-08-30,"White",NA
120,9,198,"American Splendor","Memoir","Graphic Memoir",27,1986-01-01,"English","Robert Crumb","Robert","Crumb",1,"USA","USA",NA,1943-08-30,"White",NA
121,29,125,"Can't We Talk about Something More Pleasant?: A Memoir","Memoir","Graphic Memoir",0,2014-05-06,"English","Roz Chast","Roz","Chast",0,"USA","USA",NA,1954-11-26,"White",NA
122,139,158,"The Property","Literary Fiction","Graphic Novel",14,2013-01-01,"English","Rutu Modan","Rutu","Modan",0,"Israel","Israel",NA,1966-01-01,"White",NA
122,52,102,"Exit Wounds","Coming of Age","Graphic Novel",5,2007-05-01,"English","Rutu Modan","Rutu","Modan",0,"Israel","Israel",NA,1966-01-01,"White",NA
123,66,89,"How to Understand Israel in 60 Days or Less","Memoir","Graphic Memoir",2,2010-11-03,"English","Sarah Glidden","Sarah","Glidden",0,"USA","USA",NA,1980-06-16,"White",NA
124,38,115,"Corridor: A Graphic Novel","Literary Fiction","Graphic Novel",4,2004-01-01,"English","Sarnath Banerjee","Sarnath","Banerjee",1,"India","India",NA,1972-01-01,"Asian",NA
124,120,38,"The Barn Owl's Wondrous Capers","Historical Fiction","Graphic Novel",0,2007-01-09,"English","Sarnath Banerjee","Sarnath","Banerjee",1,"India","India",NA,1972-01-01,"Asian",NA
125,71,85,"It's a Good Life, If You Don't Weaken","Memoir","Graphic Memoir",1,1996-09-01,"English","Gregory Gallant","Gregory","Gallant",1,NA,"USA",NA,1962-09-16,"White","Seth"
125,215,248,"Wimbledon Green","Crime","Graphic Novel",2,2005-12-13,"English","Gregory Gallant","Gregory","Gallant",1,NA,"USA",NA,1962-09-16,"White","Seth"
125,216,249,"George Sprott, 1894-1975","Literary Fiction","Graphic Novel",2,2009-05-26,"English","Gregory Gallant","Gregory","Gallant",1,NA,"USA",NA,1962-09-16,"White","Seth"
126,119,39,"The Arrival","Literary Fiction","Graphic Novel",27,2006-01-01,"English","Shaun Tan","Shaun","Tan",1,"Australia","Australia",NA,1974-01-01,"White",NA
130,147,13,"The Thrilling Adventures of Lovelace and Babbage: The (Mostly) True Story of the First Computer","Historical Fiction","Graphic Novel",1,2015-04-21,"English","Sydney Padua","Sydney","Padua",0,NA,NA,NA,NA,"Unknown",NA
135,161,83,"Jaka's Story","Fantasy","Graphic Fantasy",0,1990-10-01,"English","David Victor Sim","David Victor","Sim",1,"Canada","Canada",NA,1952-11-30,"White",NA
137,257,296,"Kill My Mother","Crime","Graphic Novel",0,2014-08-25,"English","Jules Ralph Feiffer","Jules Ralph","Feiffer",1,"USA","USA",NA,2029-01-26,"White",NA
137,256,295,"Cousin Joseph: A Graphic Novel","Crime","Graphic Novel",0,2016-07-26,"English","Jules Ralph Feiffer","Jules Ralph","Feiffer",1,"USA","USA",NA,2029-01-26,"White",NA
137,167,40,"Tantrum!","Comedy","Humor",4,1979-01-01,"English","Jules Ralph Feiffer","Jules Ralph","Feiffer",1,"USA","USA",NA,2029-01-26,"White",NA
138,168,165,"The Ballad of Doctor Richardson","Romance","Graphic Novel",1,1994-01-01,"English","Paul Pope","Paul","Pope",1,"USA","USA",NA,1970-09-26,"White",NA
139,155,6,"V for Vendetta","Science Fiction","Graphic Fantasy",60,1990-01-01,"English","David Lloyd","David","Lloyd",1,"UK","UK",NA,1950-05-05,"White",NA
140,154,7,"Unwritten Vol. 1: Tommy Taylor and the Bogus Identity","Mystery","Graphic Fantasy",12,2010-01-12,"English","Peter Gross","Peter","Gross",1,"USA","USA",NA,1958-01-01,"White",NA
141,151,9,"Top 10: The Forty-Niners","Superhero","Graphic Novel",5,2005-01-01,"English","Gene Ha","Gene","Ha",1,"USA","USA",NA,1969-08-19,"Asian",NA
142,151,10,"Top 10: The Forty-Niners","Superhero","Graphic Novel",5,2005-01-01,"English","Alexander Zander Cannon","Alexander Zander","Cannon",1,"USA","USA",NA,1972-11-01,"White",NA
143,149,11,"The Wicked + The Divine, Vol. 1: The Faust Act","Superhero","Graphic Novel",0,2014-11-12,"English","Jamie McKelvie","Jamie","McKelvie",1,"UK","UK",NA,NA,"White",NA
144,145,14,"The Tale of One Bad Rat","Literary Fiction","Graphic Novel",3,1995-10-01,"English","Ellie DeVille","Ellie","DeVille",0,NA,NA,NA,NA,"Unknown",NA
145,132,28,"The Hedge Knight: The Graphic Novel (A Game of Thrones)","Fantasy","Graphic Fantasy",0,2004-06-01,"English","Mike S. Miller","Mike S.","Miller",1,"USA","USA",NA,1971-01-01,"Unknown",NA
145,249,284,"New Spring","Fantasy","Graphic Fantasy",0,2011-01-01,"English","Mike S. Miller","Mike S.","Miller",1,"USA","USA",NA,1971-01-01,"Unknown",NA
145,144,15,"The Sworn Sword: The Graphic Novel (A Game of Thrones)","Fantasy","Graphic Fantasy",0,2008-07-02,"English","Mike S. Miller","Mike S.","Miller",1,"USA","USA",NA,1971-01-01,"Unknown",NA
146,142,16,"The Sandman. Vol. 1: Preludes & Nocturnes","Fantasy","Graphic Fantasy",96,1991-01-01,"English","Sam Keith","Sam","Keith",1,"USA","USA",NA,1963-01-11,"White",NA
147,143,18,"The Sandman. Vol. 2: The Doll's House","Fantasy","Graphic Fantasy",96,1990-01-01,"English","Mike Dringenberg","Mike","Dringenberg",1,"France","USA",NA,1965-01-01,"White",NA
147,142,17,"The Sandman. Vol. 1: Preludes & Nocturnes","Fantasy","Graphic Fantasy",96,1991-01-01,"English","Mike Dringenberg","Mike","Dringenberg",1,"France","USA",NA,1965-01-01,"White",NA
148,143,19,"The Sandman. Vol. 2: The Doll's House","Fantasy","Graphic Fantasy",96,1990-01-01,"English","Malcolm Jones III","Malcolm","Jones III",1,"USA","USA",1996-01-01,1959-01-01,"African American",NA
149,140,21,"The Puma Blues","Science Fiction","Graphic Fantasy",2,2015-09-16,"English","Michael Zulli","Michael","Zulli",1,"USA","USA",NA,NA,"White",NA
150,69,25,"The Infinity Gauntlet","Science Fiction","Graphic Fantasy",1,1991-01-01,"English","George Perez","George","Perez",1,"USA","USA",NA,1954-06-09,"White",NA
151,69,26,"The Infinity Gauntlet","Science Fiction","Graphic Fantasy",1,1991-01-01,"English","Ronald Ron Lim","Ronald Ron","Lim",1,"USA","USA",NA,1965-01-01,"Asian",NA
154,122,36,"The Books of Magic","Fantasy","Graphic Fantasy",4,1993-04-14,"English","Jason Temujin Minor","Jason Temujin","Minor",1,"USA","USA",NA,1971-09-01,"White",NA
155,122,35,"The Books of Magic","Fantasy","Graphic Fantasy",4,1993-04-14,"English","Paul Johnson","Paul","Johnson",1,"UK","UK",NA,1958-10-13,"White",NA
156,4,41,"Tale of Sand","Literary Fiction","Graphic Novel",0,2011-12-14,"English","Ramon K. Perez","Ramon K.","Perez",1,"Canada","Canada",NA,1973-06-04,"White",NA
157,4,42,"Tale of Sand","Literary Fiction","Graphic Novel",0,2011-12-14,"English","Ian Herring","Ian","Herring",1,"Canada","Canada",NA,NA,"White",NA
158,117,43,"Superman: Red Son","Superhero","Graphic Novel",1,2003-01-01,"English","Dave Johnson","Dave","Johnson",1,"USA","USA",NA,1966-03-04,"White",NA
159,117,44,"Superman: Red Son","Superhero","Graphic Novel",1,2003-01-01,"English","Kilian Plunkett","Kilian","Plunkett",1,"UK","USA",NA,NA,"White",NA
160,114,47,"Skim","Coming of Age","Graphic Novel",6,2008-01-01,"English","Jillian Tamaki","Jillian","Tamaki",0,"Canada","USA",NA,NA,"Other Race",NA
160,208,240,"This One Summer","Coming of Age","Graphic Novel",0,2014-05-06,"English","Jillian Tamaki","Jillian","Tamaki",0,"Canada","USA",NA,NA,"Other Race",NA
161,110,50,"Sex Criminals, Vol. 2: Two Worlds, One Cop","Comedy","Humor",0,2015-02-01,"English","Chip Zdarsky","Chip","Zdarsky",1,"Canada","Canada",NA,1975-12-21,"White",NA
161,109,51,"Sex Criminals, Vol. 1: One Weird Trick","Comedy","Humor",0,2014-04-16,"English","Chip Zdarsky","Chip","Zdarsky",1,"Canada","Canada",NA,1975-12-21,"White",NA
164,94,64,"Our Cancer Year","Memoir","Graphic Memoir",3,1994-10-13,"English","Frank Stack","Frank","Stack",1,"USA","USA",NA,1937-01-01,"White",NA
